alpha,fixed_point_reward,fixed_point_gap,approval_probability,prob_any_approval,false_approval_probability,true_approval_probability,entry_rate,null_entry_rate,mean_sample_size,participation_threshold,expected_false_approvals,expected_true_approvals,expected_false_negatives,mfdr,pfdr,fdr,sensitivity,specificity,baseline_best_n,baseline_utility,baseline_active,cost_floor,mfdr_bound_action_specific,mfdr_bound_null_entry,mfdr_bound_effective,mfdr_bound_monopoly,pfdr_bound_action_specific,pfdr_bound_null_entry,pfdr_bound_effective,pfdr_bound_monopoly,fdr_bound_action_specific,fdr_bound_null_entry,fdr_bound_effective,fdr_bound_monopoly
0.01,4.946199059486389,-6.985887139876468e-07,0.15141853128948313,0.9985947883647666,0.0,0.15141853128948313,0.18461423338066144,0.0,7.783602922588304,0.6827242524916943,0.0,6.056741251579325,18.701435220923194,0.0,0.0,0.0,0.24463599967898278,1.0,0,0.0,False,1.0,0.0,0.0,0.04946199059486389,0.3,0.0,0.0,0.04946199059486389,0.3,0.0,0.0,0.04939248603017818,0.29957843650942995
0.02,4.52229917049408,-2.771550668967393e-07,0.1657268129127269,0.9992882435091048,0.0,0.1657268129127269,0.2041409032811472,0.0,7.5727536379369,0.6727574750830565,0.0,6.629072516509076,18.129103955993443,0.0,0.0,0.0,0.2677528582879117,1.0,0,0.0,False,1.0,0.0,0.0,0.0904459834098816,0.6,0.0,0.0,0.0904459834098816,0.6,0.0,0.0,0.09038160789411422,0.5995729461054629
0.03,4.288204461336136,-0.0910941253285511,0.1786261791828007,0.9996183772395661,0.0,0.1786261791828007,0.22460627427730026,0.0,7.5505902102768765,0.6627906976744187,0.0,7.145047167312027,17.61312930519049,0.0,0.0,0.0,0.2885934339811989,1.0,0,0.0,False,1.0,0.0,0.0,0.12864613384008408,0.8999999999999999,0.0,0.0,0.12864613384008408,0.8999999999999999,0.0,0.0,0.1285970395473689,0.8996565395156094
0.04,4.203974604606628,4.830776996200825e-07,0.17833351996730498,0.9996129003221399,0.0,0.17833351996730498,0.23874443967806447,0.0,6.731113186350609,0.6561461794019934,0.0,7.133340798692199,17.62483567381032,0.0,0.0,0.0,0.2881206055952784,1.0,0,0.0,False,1.0,0.0,0.0,0.16815898418426514,1.0,0.0,0.0,0.16815898418426514,1.0,0.0,0.0,0.16809388989565813,0.9996129003221399
0.05,3.956829160451889,-0.04332000650399159,0.19160518441737745,0.9997981908817065,0.0,0.19160518441737745,0.25325736546567756,0.0,6.878169587701722,0.6495016611295681,0.0,7.6642073766950976,17.09396909580742,0.0,0.0,0.0,0.3095626766053345,1.0,0,0.0,False,1.0,0.0,0.0,0.19784145802259445,1.0,0.0,0.0,0.19784145802259445,1.0,0.0,0.0,0.19780153181238902,0.9997981908817065
0.060000000000000005,3.895561248064041,-0.04198516101887728,0.19459054319353633,0.9998259520209858,0.0,0.19459054319353633,0.27568661912848264,0.0,6.490062618394613,0.6395348837209303,0.0,7.783621727741453,16.974554744761065,0.0,0.0,0.0,0.3143859054557703,1.0,0,0.0,False,1.0,0.0,0.0,0.23373367488384247,1.0,0.0,0.0,0.23373367488384247,1.0,0.0,0.0,0.23369299401010138,0.9998259520209858
0.06999999999999999,3.69887575507164,0.058794079519882025,0.19956466314013524,0.9998641529761392,0.0,0.19956466314013524,0.2681256370070203,0.0,6.380469916946787,0.6428571428571429,0.0,7.982586525605409,16.77558994689711,0.0,0.0,0.0,0.322422232286421,1.0,0,0.0,False,1.0,0.0,0.0,0.2589213028550148,1.0,0.0,0.0,0.2589213028550148,1.0,0.0,0.0,0.2588861291666078,0.9998641529761392
0.08,3.643456846475601,-0.012079013885038847,0.20651338097183877,0.9999041517259538,0.0,0.20651338097183877,0.29104881886068285,0.0,6.251498609720371,0.632890365448505,0.0,8.260535238873551,16.497641233628965,0.0,0.0,0.0,0.33364877449872177,1.0,0,0.0,False,1.0,0.0,0.0,0.2914765477180481,1.0,0.0,0.0,0.2914765477180481,1.0,0.0,0.0,0.2914486101940244,0.9999041517259538
0.09,3.5374563932418823,6.912983869789002e-07,0.21200131101182704,0.9999273860941505,0.0,0.21200131101182704,0.31465030709670655,0.0,5.920576814558495,0.6229235880398671,0.0,8.48005244047308,16.278124032029435,0.0,0.0,0.0,0.34251522723781325,1.0,0,0.0,False,1.0,0.0,0.0,0.3183710753917694,1.0,0.0,0.0,0.3183710753917694,1.0,0.0,0.0,0.31834795722447573,0.9999273860941505
0.09999999999999999,3.47284197807312,-8.474620960541301e-07,0.21594867789535865,0.9999406009280969,0.0,0.21594867789535865,0.3067125940358033,0.0,5.956264921635308,0.6262458471760798,0.0,8.637947115814345,16.12022935668817,0.0,0.0,0.0,0.34889270320082,1.0,0,0.0,False,1.0,0.0,0.0,0.34728419780731196,1.0,0.0,0.0,0.34728419780731196,1.0,0.0,0.0,0.3472635694482756,0.9999406009280969
0.11,3.356636166572571,5.810285563789819e-07,0.22342889499025284,0.9999595192002627,0.0,0.22342889499025284,0.3226545768529725,0.0,5.882748340796333,0.6196013289036545,0.0,8.937155799610114,15.821020672892402,0.0,0.0,0.0,0.3609779504373474,1.0,0,0.0,False,1.0,0.0,0.0,0.36922997832298277,1.0,0.0,0.0,0.36922997832298277,1.0,0.0,0.0,0.36921503159817326,0.9999595192002627
0.12,3.2779347896575928,-7.455183759219608e-08,0.22879558598957112,0.9999693253042414,0.0,0.22879558598957112,0.3388504785813739,0.0,5.548706160503407,0.6129568106312292,0.0,9.151823439582845,15.606353032919673,0.0,0.0,0.0,0.36964852600300546,1.0,0,0.0,False,1.0,0.0,0.0,0.3933521747589111,1.0,0.0,0.0,0.3933521747589111,1.0,0.0,0.0,0.3933401088006244,0.9999693253042414
0.13,3.2779347896575928,-7.455183759219608e-08,0.22879558598957112,0.9999693253042414,0.0,0.22879558598957112,0.3388504785813739,0.0,5.548706160503407,0.6129568106312292,0.0,9.151823439582845,15.606353032919673,0.0,0.0,0.0,0.36964852600300546,1.0,0,0.0,False,1.0,0.0,0.0,0.4261315226554871,1.0,0.0,0.0,0.4261315226554871,1.0,0.0,0.0,0.4261184512006765,0.9999693253042414
0.14,3.1633521616458893,0.007069385362903358,0.23655676006026283,0.9999795322475279,0.0,0.23655676006026283,0.3552751885637792,0.0,5.3767578724890654,0.606312292358804,0.0,9.462270402410514,15.295906070092006,0.0,0.0,0.0,0.38218769516081735,1.0,0,0.0,False,1.0,0.0,0.0,0.44286930263042457,1.0,0.0,0.0,0.44286930263042457,1.0,0.0,0.0,0.4428602380911608,0.9999795322475279
0.15000000000000002,3.0864375829696655,5.083293133090194e-07,0.2429950117177783,0.9999854135485218,0.0,0.2429950117177783,0.3470358313004788,0.0,5.785313216811581,0.6096345514950167,0.0,9.719800468711131,15.038376003791388,0.0,0.0,0.0,0.39258951399374487,1.0,0,0.0,False,1.0,0.0,0.0,0.4629656374454499,1.0,0.0,0.0,0.4629656374454499,1.0,0.0,0.0,0.4629588844196432,0.9999854135485218
0.16,3.0367469787597656,-7.095992020644815e-07,0.24697194695240043,0.9999881846600301,0.0,0.24697194695240043,0.36356529978567315,0.0,5.383127866818137,0.6029900332225914,0.0,9.878877878096016,14.8792985944065,0.0,0.0,0.0,0.3990147614089397,1.0,0,0.0,False,1.0,0.0,0.0,0.48587951660156253,1.0,0.0,0.0,0.48587951660156253,1.0,0.0,0.0,0.4858737757698895,0.9999881846600301
0.17,2.8999990224838257,3.0416686946921345e-08,0.25861913610053566,0.9999936663380028,0.0,0.25861913610053566,0.3552751885637792,0.0,5.8512457624686585,0.606312292358804,0.0,10.344765444021427,14.413411028481091,0.0,0.0,0.0,0.4178322848417678,1.0,0,0.0,False,1.0,0.0,0.0,0.4929998338222504,1.0,0.0,0.0,0.4929998338222504,1.0,0.0,0.0,0.49299671132793826,0.9999936663380028
0.18000000000000002,2.859068512916565,-4.6215716942299423e-07,0.262321882020923,0.9999948158681281,0.0,0.262321882020923,0.39716699236242875,0.0,5.196776164997646,0.5897009966777409,0.0,10.49287528083692,14.265301191665598,0.0,0.0,0.0,0.4238145443583356,1.0,0,0.0,False,1.0,0.0,0.0,0.5146323323249817,1.0,0.0,0.0,0.5146323323249817,1.0,0.0,0.0,0.5146296644031054,0.9999948158681281
0.19,2.859068512916565,-4.6215716942299423e-07,0.262321882020923,0.9999948158681281,0.0,0.262321882020923,0.39716699236242875,0.0,5.196776164997646,0.5897009966777409,0.0,10.49287528083692,14.265301191665598,0.0,0.0,0.0,0.4238145443583356,1.0,0,0.0,False,1.0,0.0,0.0,0.5432230174541474,1.0,0.0,0.0,0.5432230174541474,1.0,0.0,0.0,0.5432202013143891,0.9999948158681281
